Copyright, Sundhedsdatastyrelsen
SKS-databasen opdateres jævnligt. Dette udtræk modsvarer opdateringen d 01-07-2024.

"Tekst";"Kode"
"Affektioner af flere hjerteklapper";"DI08"
"Affektioner af både mitralklap og aortaklap";"DI080"
"Reumatisk affektion af både mitralklap og aortaklap";"DI080A"
"Affektioner af både mitralklap og trikuspidalklap";"DI081"
"Reumatisk affektion af både mitralklap og trikuspidalklap";"DI081A"
"Affektion af både trikuspidalklap og aortaklap";"DI082"
"Reumatisk affektion af både trikuspidalklap og aortaklap";"DI082A"
"Affektioner af både mitralklap, trikuspidalklap og aortaklap";"DI083"
"Reumatisk affektion af både mitralklap, trikuspidalklap og aortaklap";"DI083A"
"Anden form for affektion inddragende flere hjerteklapper";"DI088"
"Affektion af flere hjerteklapper UNS";"DI089"
"Andre reumatiske hjertesygdomme";"DI09"
"Reumatisk myokarditis";"DI090"
"Reumatisk endokarditis uden angivelse af afficeret klap";"DI091"
"Kronisk reumatisk endokarditis";"DI091A"
"Kronisk reumatisk hjerteklapsygdom";"DI091B"
"Kronisk reumatisk perikarditis";"DI092"
"Reumatisk perikardieadhærence";"DI092A"
"Kronisk reumatisk mediastinoperikarditis";"DI092B"
"Kronisk reumatisk myoperikarditis";"DI092C"
"Anden reumatisk hjertesygdom";"DI098"
"Reumatisk pulmonalklapstenose med insufficiens";"DI098A"
"Reumatisk pulmonalklapinsufficiens";"DI098B"
"Reumatisk pulmonalklapaffektion UNS";"DI098C"
"Reumatisk pulmonalklapstenose";"DI098E"
"Reumatisk hjertesygdom UNS";"DI099"
"Reumatisk hjertesvigt";"DI099A"
"Blodtryksforhøjelse [DI10-DI15]";""
"Blodtryksforhøjelse af ukendt årsag";"DI10"
"Essentiel hypertension";"DI109"
"Hypertensiv hjertesygdom";"DI11"
"Hypertensiv hjertesygdom med inkompenseret hjertesvigt";"DI110"
"Hypertensiv hjertesygdom uden inkompensation";"DI119"
"Hypertensiv hjertesygdom UNS";"DI119A"
"Hypertensiv nyresygdom";"DI12"
"Hypertensiv nyresygdom med nyresvigt";"DI120"
"Hypertensiv nyresygdom uden nyresvigt";"DI129"
"Hypertensiv nyresygdom UNS";"DI129A"
"Blodtryksforhøjelse med både hjertesygdom og nyresygdom";"DI13"
"Hypertensiv hjertesygdom og nyresygdom med hjertesvigt";"DI130"
"Hypertensiv hjertesygdom og nyresygdom med nyresvigt";"DI131"
"Hypertensiv hjertesygdom og nyresygdom med hjertesvigt og nyresvigt";"DI132"
"Hypertensiv hjertesygdom og nyresygdom UNS";"DI139"
"Blodtryksforhøjelse med kendt årsag";"DI15"
"Renovaskulær hypertension";"DI150"
"Hypertension sekundært til anden nyresygdom";"DI151"
"Hypertension sekundært til endokrin sygdom";"DI152"
"Anden form for sekundær hypertension";"DI158"
"Sekundær hypertension UNS";"DI159"
"Iskæmiske hjertesygdomme [DI20-DI25]";""
"Angina pectoris";"DI20"
"Ustabil angina pectoris";"DI200"
"Klinisk vurderet ustabil angina pectoris";"DI200B"
"Ustabil angina pectoris med dokumenteret iskæmi";"DI200C"
"Prinzmetals angina pectoris";"DI201"
"Anden form for angina pectoris";"DI208"
"Mikrovaskulær angina";"DI208D"
"Stabil angina pectoris";"DI208E"
"Klinisk vurderet angina pectoris";"DI208E1"
"Angina pectoris med dokumenteret iskæmi";"DI208E2"
"Angina pectoris UNS";"DI209"
"Akut myokardieinfarkt";"DI21"
"Anteriort akut myokardieinfarkt med Q-taksudvikling";"DI210"
"Anteriort non-ST-elevations akut myokardieinfarkt med Q-taksudvikling";"DI210A"
"Anteriort ST-elevations akut myokardieinfarkt med Q-taksudvikling";"DI210B"
"Inferiort eller posteriort akut myokardieinfarkt med Q-taksudvikling";"DI211"
"Inferiort eller posteriort non-ST-elevations akut myokardieinfarkt med Q-taksudvikling";"DI211A"
"Inferiort eller posteriort ST-elevations akut myokardieinfarkt med Q-taksudvikling";"DI211B"
"ST-elevations akut myokardieinfarkt";"DI213"
"ST-elevations akut myokardieinfarkt, anteriort";"DI213A"
"ST-elevations akut myokardieinfarkt, inferiort/posteriort";"DI213B"
"ST-elevations akut myokardieinfarkt, grenblok";"DI213C"
"Non-ST-elevations akut myokardieinfarkt";"DI214"
"Akut myokardieinfarkt UNS";"DI219"
"Type 2 myokardieinfarkt";"DI219A"
"Komplikationer i efterforløbet af akut myokardieinfarkt";"DI23"
"Hæmoperikardium efter akut myokardieinfarkt";"DI230"
"Atrieseptumruptur efter akut myokardieinfarkt";"DI231"
"Ventrikelseptumruptur efter akut myokardieinfarkt";"DI232"
"Ruptur i hjertevæg uden hæmoperikardium efter akut myokardieinfarkt";"DI233"
"Ruptur af chordae tendineae efter akut myokardieinfarkt";"DI234"
"Papillærmuskelruptur efter akut myokardieinfarkt";"DI235"
"Trombose i atrie eller ventrikel efter akut myokardieinfarkt";"DI236"
"Trombose i atrieaurikel efter akut myokardieinfarkt";"DI236A"
"Trombose i ventrikel akut myokardieinfarkt";"DI236B"
"Anden akut komplikation i efterforløbet af akut myokardieinfarkt";"DI238"
"Perikardieansamling efter akut myokardieinfarkt";"DI238A"
"Andre former for akut iskæmisk hjertesygdom";"DI24"
"Koronartrombose uden infarkt";"DI240"
"Arteriel eller venøs koronaremboli uden infarkt";"DI240A"
"Postmyokardieinfarktsyndrom";"DI241"
"Anden form for akut iskæmisk hjertesygdom";"DI248"
"Insufficientia coronaria";"DI248A"
"Akut iskæmisk hjertesygdom UNS";"DI249"
"Kronisk iskæmisk hjertesygdom";"DI25"
"Arteriosklerotisk hjertesygdom";"DI251"
"Gammelt myokardieinfarkt";"DI252"
"Tidligere myokardieinfarkt (non-Q-tak)";"DI252A"
"Tidligere myokardieinfarkt (Q-tak, anteriort)";"DI252B"
"Tidligere myokardieinfarkt (Q-tak, inferiort/posteriort)";"DI252C"
"Hjerteaneurisme";"DI253"
"Koronararterieaneurisme og -dissektion";"DI254"
"Fistula arteriovenosa coronaria acquisita";"DI254A"
"Spontan Koronararteriedissektion (SKAD)";"DI254B"
"Iskæmisk kardiomyopati";"DI255"
"Stum myokardieiskæmi";"DI256"
"Anden form for kronisk iskæmisk hjertesygdom";"DI258"
"Kronisk iskæmisk hjertesygdom UNS";"DI259"
"Pulmonal hjertesygdom og sygdomme i lungekredsløbet [DI26-DI28]";""
"Blodprop i lunge";"DI26"
"Lungeemboli med akut cor pulmonale";"DI260"
"Akut cor pulmonale UNS";"DI260A"
"Lungeemboli uden akut cor pulmonale";"DI269"
"Lungeemboli UNS";"DI269A"
"Anden pulmonal hjertesygdom";"DI27"
"Essentiel pulmonal arteriel hypertension";"DI270"
"Kyfoskoliotisk hjertesygdom";"DI271"
"Kronisk tromboembolisk pulmonal hypertension";"DI272"
"Anden pulmonal hjertesygdom";"DI278"
"Eisenmengers syndrom";"DI278A"
"Pulmonal hjertesygdom UNS";"DI279"
"Cor pulmonale UNS";"DI279A"
"Andre sygdomme i lungekredsløbet";"DI28"
"Pulmonal arteriovenøs fistel";"DI280"
"Aneurisme i lungearterie";"DI281"
"Anden sygdom i lungekredsløbet";"DI288"
"Ruptur af lungekar";"DI288A"
"Stenose i lungekar";"DI288B"
"Sygdom i lungekredsløb UNS";"DI289"
"Andre former for hjertesygdom [DI30-DI52]";""
"Akut perikarditis";"DI30"
"Akut idiopatisk perikarditis";"DI300"
"Akut infektiøs perikarditis";"DI301"
"Perikarditis forårsaget af pneumokokker";"DI301A"
"Purulent perikarditis";"DI301B"
"Perikarditis forårsaget af stafylokokker";"DI301C"
"Perikarditis forårsaget af streptokokker";"DI301D"
"Perikarditis forårsaget af virus";"DI301E"
"Anden form for akut perikardititis";"DI308"
"Akut perikarditis UNS";"DI309"
"Andre sygdomme i hjertesækken";"DI31"
"Kronisk adhesiv perikarditis";"DI310"
"Perikardieadhærencer";"DI310B"
"Kronisk mediastinoperikarditis med adhærencer";"DI310C"
"Kronisk konstriktiv perikarditis";"DI311"
"Forkalkning i perikardiet";"DI311A"
"Hæmoperikardium ikke klasssificeret andetsteds";"DI312"
"Non-inflammatorisk ekssudativ perikarditis";"DI313"
"Kyloperikardium";"DI313A"
"Anden sygdom i perikardiet";"DI318"
"Fokale perikardieadhæsioner";"DI318A"
"Kronisk (recidiverende) perikarditis UNS";"DI318B"
"Sygdom i perikardiet UNS";"DI319"
"Hjertetamponade";"DI319A"
"Perikarditis ved sygdomme klassificeret andetsteds";"DI32"
"Perikarditis ved bakteriel sygdom klassificeret andetsteds";"DI320"
"Perikarditis ved anden infektiøs eller parasitær sygdom klassificeret andetsteds";"DI321"
"Perikarditis ved anden sygdom klassificeret andetsteds";"DI328"
"Akut og subakut endokarditis";"DI33"
"Akut eller subakut infektiøs endokarditis";"DI330"
"Akut endokarditis UNS";"DI339"
"Ikke-reumatiske sygdomme i mitralklappen";"DI34"
"Mitralinsufficiens";"DI340"
"Mitralklapsprolaps";"DI341"
"Ikke-reumatisk mitralstenose";"DI342"
"Anden sygdom i mitralklap";"DI348"
"Sekundær mitralinsufficiens";"DI348A"
"Ikke-reumatisk mitralklaplidelse UNS";"DI349"
"Ikke-reumatiske sygdomme i aortaklappen";"DI35"
"Aortastenose";"DI350"
"Aortainsufficiens";"DI351"
"Aortastenose med insufficiens";"DI352"
"Anden form for aortaklapsygdom";"DI358"
"Aortaklapsklerose";"DI358A"
"Aortaklapsygdom UNS";"DI359"
"Ikke-reumatiske sygdomme i trikuspidalklappen";"DI36"
"Ikke-reumatisk trikuspidalstenose";"DI360"
"Ikke-reumatisk trikuspidalinsufficiens";"DI361"
"Ikke-reumatisk trikuspidalklapstenose med insufficiens";"DI362"
"Anden form for ikke-reumatisk trikuspidalklapsygdom";"DI368"
"Sekundær trikuspidalinsufficiens";"DI368A"
"Ikke-reumatisk trikuspidalklapsygdom UNS";"DI369"
"Sygdomme i pulmonalklappen";"DI37"
"Pulmonalklapstenose";"DI370"
"Pulmonalklapinsufficiens";"DI371"
"Pulmonalklapstenose med insufficiens";"DI372"
"Anden form for pulmonalklapsygdom";"DI378"
"Pulmonalklapsygdom UNS";"DI379"
"Endokarditis uden angivelse klapaffektion";"DI38"
"Endokarditis UNS";"DI389"
"Endokarditis og lidelser i hjerteklapper ved sygdomme klassificeret andetsteds";"DI39"
"Affektion af mitralklappen ved sygdom klassificeret andetsteds";"DI390"
"Affektion af aortaklappen ved sygdom klassificeret andetsteds";"DI391"
"Affektion af trikuspidalklappen ved sygdom klassificeret andetsteds";"DI392"
"Affektion af pulmonalklappen ved sygdom klassificeret andetsteds";"DI393"
"Affektion af flere hjerteklapper ved sygdom klassificeret andetsteds";"DI394"
"Endokarditis UNS ved sygdom klassificeret andetsteds";"DI398"
"Akut myokarditis";"DI40"
"Infektiøs myokarditis";"DI400"
"Idiopatisk myokarditis";"DI401"
"Anden form for akut myokarditis";"DI408"
"Toxisk myokarditis";"DI408A"
"Akut myokarditis UNS";"DI409"
"Myokarditis ved sygdom klassificeret andetsteds";"DI41"
"Myokarditis ved bakteriel sygdom klassificeret andetsteds";"DI410"
"Myokarditis ved viral sygdom klassificeret andetsteds";"DI411"
"Myokarditis ved anden infektiøs eller parasitær sygdom klassificeret andetsteds";"DI412"
"Myokarditis ved anden sygdom klassificeret andetsteds";"DI418"
"Kardiomyopati";"DI42"
"Dilateret kardiomyopati";"DI420"
"Obstruktiv hypertrofisk kardiomyopati";"DI421"
"Hypertrofisk subaortastenose";"DI421A"
"Hypertrofisk kardiomyopati, non-obstruktiv";"DI422"
"Endomyocarditis eosinophilica";"DI423"
"Fibrosis endomyocardii tropica";"DI423A"
"Löfflers endokarditis";"DI423B"
"Fibroelastosis endocardii";"DI424"
"Medfødt kardiomyopati";"DI424A"
"Anden form for restriktiv kardiomyopati";"DI425"
"Alkoholisk kardiomyopati";"DI426"
"Kardiomyopati forårsaget af lægemiddel eller andet agens";"DI427"
"Anden form for kardiomyopati";"DI428"
"Arytmogen højre ventrikel dysplasi (ARVD)";"DI428A"
"Takotsubo kardiomyopati";"DI428B"
"Kardiomyopati UNS";"DI429"
"Kardiomyopati ved sygdom klassificeret andetsteds";"DI43"
"Kardiomyopati ved infektiøs eller parasitær sygdom klassificeret andetsteds";"DI430"
"Kardiomyopati ved metabolisk sygdom klassificeret andetsteds";"DI431"
"Kardiomyopati ved ernæringssygdom klassificeret andetsteds";"DI432"
"Kardiomyopati ved anden sygdom klassificeret andetsteds";"DI438"
"Atrioventrikulært blok og venstresidigt grenblok";"DI44"
"1° Forlænget AV-overledning";"DI440"
"2° Intermitterende AV-overledning";"DI441"
"2° intermitterende AV-overledning Type 1";"DI441B"
"2° intermitterende AV-overledning Type 2";"DI441C"
"2:1 AV overledning (blok)";"DI441D"
"Avanceret AV blok med 2 eller flere konsekutive manglende overledninger";"DI441E"
"3° Ophævet AV-overledning (AV-blok)";"DI442"
"Paroksystisk ophævet overledning (AV blok)";"DI442A"
"Atrioventrikulært hjerteblok UNS";"DI443"
"Anden form for atrioventrikulært hjerteblok";"DI443A"
"Venstresidigt anteriort fascikelblok";"DI444"
"Venstresidigt posteriort fascikelblok";"DI445"
"Andet eller ikke specificeret venstresidigt grenblok";"DI446"
"Venstresidigt atrioventrikulært hemiblok UNS";"DI446A"
"Atrioventrikulært hemiblok UNS";"DI446B"
"Venstresidigt grenblok UNS";"DI447"
"Andre ledningsforstyrrelser i hjertet";"DI45"
"Højresidigt fascikelblok";"DI450"
"Anden eller ikke specificeret form for højresidigt grenblok";"DI451"
"Højresidigt atrioventrikulært grenblok";"DI451A"
"Bifascikulært blok";"DI452"
"Trifascikulært blok";"DI453"
"Intraventrikulært blok UNS";"DI454"
"Andet hjerteblok";"DI455"
"Sinusbradykardi";"DI455A"
"Sinuatrialt blok";"DI455B"
"Sinusarrest";"DI455C"
"Atriventrikulær (nodal) eskapaderytme";"DI455G"
"Accelereret atrioventrikulær (nodal) eskapaderytme";"DI455H"
"Ventrikulær eskapaderytme";"DI455K"
"Accelereret idioventrikulær rytme";"DI455L"
"Præexcitationssyndrom";"DI456"
"Accessorisk ledningsbundt";"DI456A"
"Retrogradt ledende accessorisk ledningsbundt";"DI456AA"
"Lown-Ganong-Levines syndrom";"DI456B"
"Wolff-Parkinson-White konfiguration med delta-tak uden takykardi";"DI456C"
"Wolff-Parkinson-Whites syndrom med delta-tak";"DI456D"
"Wolff-Parkinson-Whites syndrom med orthodrom takykardi";"DI456DA"
"Wolff-Parkinson-Whites syndrom med antidrom takykardi";"DI456DB"
"Skjult Wolff-Parkinson-Whites syndrom";"DI456E"
"Anden ledningsforstyrrelse i hjertet";"DI458"
"Supraventrikulær takykardi via Mahaimfibre";"DI458M"
"Permanent reciprokerende junktional takykardi (PJRT)";"DI458N"
"Ledningsforstyrrelse i hjertet UNS";"DI459"
"Adams-Stokes' syndrom";"DI459A"
"Hjertestop";"DI46"
"Hjertestop med vellykket genoplivning";"DI460"
"Pludselig hjertedød";"DI461"
"Hjertestop UNS";"DI469"
"Anfaldsvis takykardi";"DI47"
"Ventrikulær takykardi (reentry)";"DI470"
"Ventrikulær takykardi med iskæmisk hjertesygdom";"DI470A"
"Arytmogen højre ventrikel-takykardi";"DI470B"
"Ventrikulær takykardi med anden strukturel hjertesygdom";"DI470C"
"Idiopatisk (fascikulær) venstre-ventrikel takykardi";"DI470D"
"Idiopatisk højre ventrikel-takykardi";"DI470H"
"Paroxysmatisk ventrikulær takykardi fra højre ventrikels udløbsdel";"DI470HA"
"Repetitiv højre ventrikel-takykardi";"DI470HB"
"Supraventrikulær takykardi med smalle QRS-komplekser";"DI471"
"Sinusarytmi";"DI471E"
"Fasisk sinusarytmi";"DI471EA"
"Non-fasisk sinusarytmi";"DI471EB"
"Sinustakykardi";"DI471F"
"Fysiologisk sinustakykardi";"DI471FA"
"Sinusknude reentry takykardi";"DI471G"
"Uhensigtsmæssig sinustakykardi";"DI471H"
"Postural ortostatisk takykardisyndrom (POTS)";"DI471J"
"Atrial takykardi";"DI471L"
"Atrial takykardi med intermitterende overledning";"DI471LA"
"Multifokal atrial takykardi";"DI471M"
"Postoperativ reentry atrial takykardi";"DI471N"
"AV junktional takykardi";"DI471P"
"Fokal junktional takykardi";"DI471PA"
"Non-paroksysmatisk junktional takykardi";"DI471PB"
"AV nodal reentry takykardi (AVNRT) UNS";"DI471R"
"Almindelig form af AV nodal reentry takykardi (slow-fast)";"DI471RA"
"Sjælden form af AV nodal reentry takykardi (fast-slow)";"DI471RB"
"AV nodal reentry takykardi (slow-slow)";"DI471RC"
"Supraventrikulær takykardi med brede QRS-komplekser";"DI471X"
"Ventrikulær takykardi";"DI472"
"Ventrikulær takykardi UNS";"DI472A"
"Ventrikulær takykardi uden påviselig strukturel hjertesygdom";"DI472B"
"Torsade de pointes ventrikulær takykardi";"DI472D"
"Medfødt langt QT-syndrom";"DI472E"
"Romano-Ward medfødt langt QT-syndrom";"DI472EA"
"Jervell-Lange-Nielsens medfødt langt QT-syndrom";"DI472EB"
"Erhvervet langt QT-syndrom";"DI472F"
"Langt QT-syndrom forårsaget af lægemiddel";"DI472FA"
"Polymorf ventrikulær takykardi uden langt QT-interval";"DI472H"
"Brugadamønster i EKG";"DI472L"
"Brugadamønster i EKG, type 1";"DI472LA"
"Brugadamønster i EKG, type 2";"DI472LB"
"Brugadamønster i EKG, type 3";"DI472LC"
"Brugadas syndrom";"DI472M"
"Kort QT-interval i EKG";"DI472N"
"Kort QT-syndrom";"DI472NA"
"Anden takykardi";"DI478"
"Takykardi med brede QRS-komplekser med ukendt mekanisme";"DI478A"
"Paroksysmatisk takykardi UNS";"DI479"
"Atrieflagren og atrieflimren";"DI48"
"Paroksysmatisk atrieflimren";"DI480"
"Persisterende atrieflimren";"DI481"
"Kronisk atrieflimren";"DI482"
"Typisk atrieflagren";"DI483"
"Atypisk atrieflagren";"DI484"
"Atrieflagren eller atrieflimren UNS";"DI489"
"Andre hjerterytmeforstyrrelser";"DI49"
"Ventrikelflagren eller ventrikelflimren";"DI490"
"Ventrikelflagren";"DI490A"
"Ventrikelflimren";"DI490B"
"Idiopatisk ventrikelflimren";"DI490BA"
"Supraventrikulære ekstrasystoler";"DI491"
"Sinusknude-ekstrasystoler";"DI491A"
"Atriale ekstrasystoler";"DI491B"
"Overledte atriale ekstrasystoler";"DI491C"
"Ikke-overledte atriale ekstrasystoler";"DI491D"
"Multifokale atriale ekstrasystoler";"DI491E"
"AV junktionale ekstrasystoler";"DI492"
"Ventrikulære ekstrasystoler";"DI493"
"Ventrikulære ekstrasystoler fra højre ventrikels udløbsdel";"DI493A"
"Ventrikulære ekstrasystoler fra venstre ventrikel";"DI493B"
"Ventrikulære ekstrasystoler fra ukendt sted";"DI493C"
"Anden form for ekstrasystoli";"DI494"
"Ekstrasystoli UNS";"DI494A"
"Syg sinusknude-syndrom";"DI495"
"Takykardi-bradykardi syndrom";"DI495B"
"Anden hjerterytmeforstyrrelse";"DI498"
"Hjerterytmeforstyrrelse UNS";"DI499"
"Søvnrelateret hjertearytmi";"DI499A"
"Hjertesvigt";"DI50"
"Kronisk hjerteinsufficiens";"DI500"
"Højresidig hjerteinsufficiens";"DI500A"
"Venstresidig hjerteinsufficiens";"DI501"
"Asthma cardiale";"DI501A"
"Kardielt lungeødem";"DI501B"
"Kardiel lungestase";"DI501C"
"Biventrikulær hjerteinsufficiens";"DI501D"
"Hjertesvigt UNS";"DI509"
"Dårligt definerede hjertesygdomme og komplikationer til hjertesygdomme";"DI51"
"Erhvervet defekt i hjerteskillevæg";"DI510"
"Erhvervet ventrikelseptumdefekt";"DI510A"
"Erhvervet atrieseptumdefekt";"DI510B"
"Ruptur af chordae tendineae IKA";"DI511"
"Mitralklapinsufficiens ved chordaruptur";"DI511A"
"Papillærmuskelruptur i hjertet IKA";"DI512"
"Intrakardiel trombose IKA";"DI513"
"Atrietrombose i hjertet IKA";"DI513A"
"Aurikeltrombose i hjertet IKA";"DI513B"
"Ventrikeltrombose i hjertet IKA";"DI513C"
"Myokarditis UNS";"DI514"
"Myokardiefibrose";"DI514A"
"Kronisk interstitiel myokarditis";"DI514B"
"Myokardiedegeneration";"DI515"
"Degeneratio myocardii lipoidica";"DI515A"
"Degeneratio myocardii senilis";"DI515B"
"Kardiovaskulær sygdom UNS";"DI516"
"Kardiomegali";"DI517"
"Dilatatio cordis";"DI517A"
"Dilatatio ventriculorum cordis";"DI517B"
"Hjertehypertrofi";"DI517C"
"Anden dårligt defineret hjertesygdom";"DI518"
"Akut karditis";"DI518A"
"Kronisk karditis";"DI518B"
"Hjertesygdom UNS";"DI519"
"Andre hjertesygdomme ved sygdomme klassificeret andetsteds";"DI52"
"Anden hjertesygdom ved bakteriel sygdom klassificeret andetsteds";"DI520"
"Anden hjertesygdom ved anden infektiøs eller parasitær sygdom klassificeret andetsteds";"DI521"
"Cor pulmonale ved sygdom klassificeret andetsteds";"DI521C"
"Anden form for hjertesygdom ved anden sygdom klassificeret andetsteds";"DI528"
"Karsygdomme i hjerne [DI60-DI69]";""
"Subaraknoidalblødning";"DI60"
"Subaraknoidalblødning fra karotissifonen eller bifurkaturen";"DI600"
"Subaraknoidalblødning fra arteria cerebri media";"DI601"
"Subaraknoidalblødning fra arteria communicans anterior";"DI602"
"Subaraknoidalblødning fra arteria communicans posterior";"DI603"
"Subaraknoidalblødning fra arteria basilaris";"DI604"
"Subaraknoidalblødning fra arteria vertebralis";"DI605"
"Subaraknoidalblødning fra anden intrakraniel arterie";"DI606"
"Subaraknoidalblødning fra arteria cerebri posterior";"DI606A"
"Subaraknoidalblødning fra arteria cerebri anterior";"DI606B"
"Subaraknoidalblødning fra flere intrakranielle arterier";"DI606C"
"Subaraknoidalblødning fra intrakraniel arterie UNS";"DI607"
"Bristet medfødt intrakranielt sakkulært aneurisme";"DI607A"
"Anden form for subaraknoidalblødning";"DI608"
